mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-3208f8c54b2a97a47734,shogakukan-manga-award-69-004,candidate-e906b3eaa9ef9eafe23c,work-e906b3eaa9ef9eafe23c,duplicate,トリリオンゲーム,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2023,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/16623822/; normalizedTitle=とりりおんげーむ; matchedRakutenAuthor=稲垣 理一郎/池上 遼一; isbn=9784098610105.
mapping-b784243f7603ecd42495,tsugimanga-2021-comics-027,candidate-e906b3eaa9ef9eafe23c,work-e906b3eaa9ef9eafe23c,included,トリリオンゲーム,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2021/comics,2021-08-24,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2021/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16623822/; normalizedTitle=とりりおんげーむ; matchedRakutenAuthor=稲垣 理一郎/池上 遼一; isbn=9784098610105.
mapping-dc7520f53be080ff1fc5,mangataisho-2015-224,candidate-f31a42ea4ad724acefa5,work-f31a42ea4ad724acefa5,duplicate,デッドデッドデーモンズデデデデデストラクション,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12865834/; normalizedTitle=でっどでっどでーもんずででででですとらくしょん; matchedRakutenAuthor=浅野いにお; isbn=9784091865007.
mapping-82df7eb7768e2787dc4e,shogakukan-manga-award-66-006,candidate-f31a42ea4ad724acefa5,work-f31a42ea4ad724acefa5,duplicate,デッドデッドデーモンズデデデデデストラクション,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2020,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/12865834/; normalizedTitle=でっどでっどでーもんずででででですとらくしょん; matchedRakutenAuthor=浅野いにお; isbn=9784091865007.
mapping-485528ee438efd63dfe1,tsugimanga-2015-comics-037,candidate-f31a42ea4ad724acefa5,work-f31a42ea4ad724acefa5,included,デッドデッドデーモンズデデデデデストラクション,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12865834/; normalizedTitle=でっどでっどでーもんずででででですとらくしょん; matchedRakutenAuthor=浅野いにお; isbn=9784091865007.
mapping-7504258543b161e87123,mangataisho-2015-215,candidate-f4bfc29a5e0a9b5148d0,work-f4bfc29a5e0a9b5148d0,duplicate,月に吠えらんねえ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12722302/; normalizedTitle=月に吠えらんねえ; matchedRakutenAuthor=清家 雪子; isbn=9784063879704.
mapping-099d023b7c6790ac40ae,tsugimanga-2015-comics-036,candidate-f4bfc29a5e0a9b5148d0,work-f4bfc29a5e0a9b5148d0,included,月に吠えらんねえ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12722302/; normalizedTitle=月に吠えらんねえ; matchedRakutenAuthor=清家 雪子; isbn=9784063879704.
mapping-b197e7eb56f77ed4a4b3,tsugimanga-2016-comics-026,candidate-f4bfc29a5e0a9b5148d0,work-f4bfc29a5e0a9b5148d0,duplicate,月に吠えらんねえ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2016/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12722302/; normalizedTitle=月に吠えらんねえ; matchedRakutenAuthor=清家 雪子; isbn=9784063879704.
mapping-d9ef93e6aea753eed013,mangataisho-2012-202,candidate-fb89f119251610cf1648,work-fb89f119251610cf1648,included,1/11 じゅういちぶんのいち,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6863210/; normalizedTitle=1/11 じゅういちぶんのいち; matchedRakutenAuthor=中村尚儁; isbn=9784088701615.
mapping-254b7610c7b2123385ad,mangataisho-2013-067,candidate-fb89f119251610cf1648,work-fb89f119251610cf1648,duplicate,1/11 じゅういちぶんのいち,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6863210/; normalizedTitle=1/11 じゅういちぶんのいち; matchedRakutenAuthor=中村尚儁; isbn=9784088701615.
mapping-4a3c137de82ecb08d696,mangataisho-2014-130,candidate-fb89f119251610cf1648,work-fb89f119251610cf1648,duplicate,1/11 じゅういちぶんのいち,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6863210/; normalizedTitle=1/11 じゅういちぶんのいち; matchedRakutenAuthor=中村尚儁; isbn=9784088701615.
mapping-e8ddcda8561df656665c,mangataisho-2010-126,candidate-fe35a5f01946f5153eb4,work-fe35a5f01946f5153eb4,included,シュトヘル,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5998188/; normalizedTitle=しゅとへる; matchedRakutenAuthor=伊藤 悠; isbn=9784091825292.
mapping-7ffed8d0850af449c58f,mangataisho-2012-125,candidate-fe35a5f01946f5153eb4,work-fe35a5f01946f5153eb4,duplicate,シュトヘル,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5998188/; normalizedTitle=しゅとへる; matchedRakutenAuthor=伊藤 悠; isbn=9784091825292.
mapping-8f486a874fd3e0ce79c7,mangataisho-2013-183,candidate-fe35a5f01946f5153eb4,work-fe35a5f01946f5153eb4,duplicate,シュトヘル,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5998188/; normalizedTitle=しゅとへる; matchedRakutenAuthor=伊藤 悠; isbn=9784091825292.
