mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-86d2c84a2bac31711aba,mangataisho-2008-106,candidate-060a72fe10cf6ba9cbfc,work-060a72fe10cf6ba9cbfc,included,チェーザレ 破壊の創造者,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4141702/; normalizedTitle=ちぇーざれ 破壊の創造者; matchedRakutenAuthor=惣領 冬実; isbn=9784063722017; canonicalTitleEvidenceUrl=https://www.kodansha.co.jp/titles/1000002705.
mapping-fc7d6b95c15e807db65c,mangataisho-2009-158,candidate-060a72fe10cf6ba9cbfc,work-060a72fe10cf6ba9cbfc,duplicate,チェーザレ 破壊の創造者,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4141702/; normalizedTitle=ちぇーざれ 破壊の創造者; matchedRakutenAuthor=惣領 冬実; isbn=9784063722017; canonicalTitleEvidenceUrl=https://www.kodansha.co.jp/titles/1000002705.
mapping-030f52d564f5fc2204fb,mangataisho-2014-108,candidate-076beb86f844b642beef,work-076beb86f844b642beef,included,くーねるまるた,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12127748/; normalizedTitle=くーねるまるた; matchedRakutenAuthor=高尾 じんぐ; isbn=9784091848475.
mapping-2b25d7308948bfc5552a,mangataisho-2015-065,candidate-076beb86f844b642beef,work-076beb86f844b642beef,duplicate,くーねるまるた,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12127748/; normalizedTitle=くーねるまるた; matchedRakutenAuthor=高尾 じんぐ; isbn=9784091848475.
mapping-a52073797efcc77c1b53,mangataisho-2014-219,candidate-091d231d37f037fb07e8,work-091d231d37f037fb07e8,included,インベスターZ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12443114/; normalizedTitle=いんべすたーz; matchedRakutenAuthor=三田紀房; isbn=9784063872576.
mapping-6a55efd8692e37a6d2af,mangataisho-2015-019,candidate-091d231d37f037fb07e8,work-091d231d37f037fb07e8,duplicate,インベスターZ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12443114/; normalizedTitle=いんべすたーz; matchedRakutenAuthor=三田紀房; isbn=9784063872576.
mapping-2ce12f0d7f668d1c63d0,mangataisho-2024-002,candidate-0cf463005cc77eeded8e,work-0cf463005cc77eeded8e,duplicate,黄泉のツガイ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2024.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17124585/; normalizedTitle=黄泉のつがい; matchedRakutenAuthor=荒川弘; isbn=9784757579620.
mapping-04e83d4d1f29537890d8,tsugimanga-2023-comics-038,candidate-0cf463005cc77eeded8e,work-0cf463005cc77eeded8e,included,黄泉のツガイ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2023/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17124585/; normalizedTitle=黄泉のつがい; matchedRakutenAuthor=荒川弘; isbn=9784757579620.
mapping-2f8cc9ced2c8985971b5,mangataisho-2015-101,candidate-0d1ad77728a44df56508,work-0d1ad77728a44df56508,duplicate,ラーメン大好き小泉さん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12906514/; normalizedTitle=らーめん大好き小泉さん; matchedRakutenAuthor=鳴見なる; isbn=9784812487983.
mapping-cf9aa8e9eb2b87f557ba,tsugimanga-2015-comics-050,candidate-0d1ad77728a44df56508,work-0d1ad77728a44df56508,included,ラーメン大好き小泉さん,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12906514/; normalizedTitle=らーめん大好き小泉さん; matchedRakutenAuthor=鳴見なる; isbn=9784812487983.
mapping-9a7f1e74e7daef0f69a3,mangataisho-2015-102,candidate-0dabd1d17e5fcf2992b9,work-0dabd1d17e5fcf2992b9,duplicate,忘却のサチコ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12992475/; normalizedTitle=忘却のさちこ; matchedRakutenAuthor=阿部 潤; isbn=9784091866707.
mapping-ab083dbbbca34096b2e0,tsugimanga-2016-comics-042,candidate-0dabd1d17e5fcf2992b9,work-0dabd1d17e5fcf2992b9,included,忘却のサチコ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2016/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12992475/; normalizedTitle=忘却のさちこ; matchedRakutenAuthor=阿部 潤; isbn=9784091866707.
mapping-a1def951ae6607b67be3,mangataisho-2008-077,candidate-0ebf010ac12b9b60d80e,work-0ebf010ac12b9b60d80e,included,機動旅団八福神,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5977527/; normalizedTitle=機動旅団八福神; matchedRakutenAuthor=福島　聡; isbn=9784757746954.
mapping-4d918472fb97a73b1195,mangataisho-2009-088,candidate-0ebf010ac12b9b60d80e,work-0ebf010ac12b9b60d80e,duplicate,機動旅団八福神,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5977527/; normalizedTitle=機動旅団八福神; matchedRakutenAuthor=福島　聡; isbn=9784757746954.
mapping-88ac794e150225ec1148,mangataisho-2018-005,candidate-0ede6921b81169dc2dda,work-0ede6921b81169dc2dda,duplicate,不滅のあなたへ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2018.html,2018,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2018.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/14596035/; normalizedTitle=不滅のあなたへ; matchedRakutenAuthor=大今 良時; isbn=9784063958423.
mapping-c9a9bb1b741ccfb76d2e,tsugimanga-2017-comics-037,candidate-0ede6921b81169dc2dda,work-0ede6921b81169dc2dda,included,不滅のあなたへ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2017/comics,2017-08-23,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2017/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/14596035/; normalizedTitle=不滅のあなたへ; matchedRakutenAuthor=大今 良時; isbn=9784063958423.
mapping-79c0355668219024c61a,mangataisho-2013-125,candidate-0eff8190c0c6ff604527,work-0eff8190c0c6ff604527,included,よるくも,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6918263/; normalizedTitle=よるくも; matchedRakutenAuthor=漆原 ミチ; isbn=9784091885388.
mapping-12b6dafae383d76d23c8,mangataisho-2014-105,candidate-0eff8190c0c6ff604527,work-0eff8190c0c6ff604527,duplicate,よるくも,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6918263/; normalizedTitle=よるくも; matchedRakutenAuthor=漆原 ミチ; isbn=9784091885388.
mapping-a2b29bc46d5d360ca56c,mangataisho-2010-009,candidate-12b484cd79bfe6852ea1,work-12b484cd79bfe6852ea1,included,高校球児 ザワさん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6043463/; normalizedTitle=高校球児 ざわさん; matchedRakutenAuthor=三島衛里子; isbn=9784091825377.
mapping-3f825b1b7aa69f6d8dfe,mangataisho-2011-022,candidate-12b484cd79bfe6852ea1,work-12b484cd79bfe6852ea1,duplicate,高校球児 ザワさん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6043463/; normalizedTitle=高校球児 ざわさん; matchedRakutenAuthor=三島衛里子; isbn=9784091825377.
mapping-2293d4029aebb973c7e1,mangataisho-2008-083,candidate-151b456508f78852b002,work-151b456508f78852b002,included,ヨルムンガンド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4148972/; normalizedTitle=よるむんがんど; matchedRakutenAuthor=高橋 慶太郎; isbn=9784091570697.
mapping-fe5f9a33d617950f634f,mangataisho-2010-072,candidate-151b456508f78852b002,work-151b456508f78852b002,duplicate,ヨルムンガンド,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4148972/; normalizedTitle=よるむんがんど; matchedRakutenAuthor=高橋 慶太郎; isbn=9784091570697.
mapping-14f09e8c85ce0ed5e981,mangataisho-2010-139,candidate-1550d4a52c3fe6d9f94c,work-1550d4a52c3fe6d9f94c,included,ボクラノキセキ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5952822/; normalizedTitle=ぼくらのきせき; matchedRakutenAuthor=久米田夏緒; isbn=9784758053945.
mapping-2714e58fb5323446f8c4,mangataisho-2011-135,candidate-1550d4a52c3fe6d9f94c,work-1550d4a52c3fe6d9f94c,duplicate,ボクラノキセキ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5952822/; normalizedTitle=ぼくらのきせき; matchedRakutenAuthor=久米田夏緒; isbn=9784758053945.
mapping-51821eb9cda50cd197f9,mangataisho-2008-113,candidate-15d6508605fbd4a266fc,work-15d6508605fbd4a266fc,included,おまかせ精霊,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4262048/; normalizedTitle=おまかせ精霊; matchedRakutenAuthor=青本　もあ; isbn=9784840116626.
mapping-1cc04462601740525111,mangataisho-2009-166,candidate-15d6508605fbd4a266fc,work-15d6508605fbd4a266fc,duplicate,おまかせ精霊,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4262048/; normalizedTitle=おまかせ精霊; matchedRakutenAuthor=青本　もあ; isbn=9784840116626.
mapping-46fb3b7f38df8a263c6e,tsugimanga-2023-comics-026,candidate-18e08fe95968a6537773,work-18e08fe95968a6537773,included,ニラメッコ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2023/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16722608/; normalizedTitle=にらめっこ; matchedRakutenAuthor=久世 岳; isbn=9784592166610.
mapping-fea3baa75c61a46cf0ff,tsugimanga-2024-comics-022,candidate-18e08fe95968a6537773,work-18e08fe95968a6537773,duplicate,ニラメッコ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16722608/; normalizedTitle=にらめっこ; matchedRakutenAuthor=久世 岳; isbn=9784592166610.
mapping-4712608622e8a81a2c70,mangataisho-2009-041,candidate-19b578d0e828242f14f3,work-19b578d0e828242f14f3,included,恋愛ラボ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5402451/; normalizedTitle=恋愛らぼ; matchedRakutenAuthor=宮原るり; isbn=9784832266193.
mapping-3357038d2a20227e92fe,mangataisho-2010-052,candidate-19b578d0e828242f14f3,work-19b578d0e828242f14f3,duplicate,恋愛ラボ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5402451/; normalizedTitle=恋愛らぼ; matchedRakutenAuthor=宮原るり; isbn=9784832266193.
mapping-3f3610bb83147a599fc2,mangataisho-2013-116,candidate-1b3afe12c434a9cf7603,work-1b3afe12c434a9cf7603,included,銀のスプーン,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6946942/; normalizedTitle=銀のすぷーん; matchedRakutenAuthor=小沢 真理; isbn=9784063760231.
mapping-bead8cf1d1d51f5fc71d,mangataisho-2014-099,candidate-1b3afe12c434a9cf7603,work-1b3afe12c434a9cf7603,duplicate,銀のスプーン,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6946942/; normalizedTitle=銀のすぷーん; matchedRakutenAuthor=小沢 真理; isbn=9784063760231.
mapping-828f7f7a2e2bba099207,mangataisho-2009-163,candidate-1b7c4ed54d7761cd242b,work-1b7c4ed54d7761cd242b,included,おかめ日和,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4347827/; normalizedTitle=おかめ日和; matchedRakutenAuthor=入江喜和; isbn=9784063722802.
mapping-100a4c2871868a62be23,mangataisho-2010-200,candidate-1b7c4ed54d7761cd242b,work-1b7c4ed54d7761cd242b,duplicate,おかめ日和,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4347827/; normalizedTitle=おかめ日和; matchedRakutenAuthor=入江喜和; isbn=9784063722802.
mapping-112c7f0042ad2a8e823c,mangataisho-2014-165,candidate-1bce95b6c02673e59bcf,work-1bce95b6c02673e59bcf,included,新黒沢 最強伝説,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12504388/; normalizedTitle=新黒沢 最強伝説; matchedRakutenAuthor=福本伸行; isbn=9784091856883.
mapping-65e4a985664781b0c4e3,mangataisho-2015-173,candidate-1bce95b6c02673e59bcf,work-1bce95b6c02673e59bcf,duplicate,新黒沢 最強伝説,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12504388/; normalizedTitle=新黒沢 最強伝説; matchedRakutenAuthor=福本伸行; isbn=9784091856883.
mapping-a7a153f866838ec84406,mangataisho-2012-149,candidate-1d5a3158e78e639f1973,work-1d5a3158e78e639f1973,included,カレチ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6264606/; normalizedTitle=かれち; matchedRakutenAuthor=池田邦彦; isbn=9784063728644.
mapping-9eea60c15988f73c5cfa,mangataisho-2013-070,candidate-1d5a3158e78e639f1973,work-1d5a3158e78e639f1973,duplicate,カレチ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6264606/; normalizedTitle=かれち; matchedRakutenAuthor=池田邦彦; isbn=9784063728644.
mapping-7119cfee2bee288ba4ad,mangataisho-2015-165,candidate-1e9c4852863a22bba058,work-1e9c4852863a22bba058,duplicate,GREEN WORLDZ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12724192/; normalizedTitle=green worldz; matchedRakutenAuthor=大沢祐輔; isbn=9784063950717.
mapping-6bd83829c11c4c03c234,tsugimanga-2015-comics-007,candidate-1e9c4852863a22bba058,work-1e9c4852863a22bba058,included,GREEN WORLDZ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12724192/; normalizedTitle=green worldz; matchedRakutenAuthor=大沢祐輔; isbn=9784063950717.
mapping-0fa4bdb5c1c0571ea7a2,mangataisho-2010-005,candidate-1ec3d48e64b228bb8a92,work-1ec3d48e64b228bb8a92,included,娚の一生,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5979544/; normalizedTitle=娚の一生; matchedRakutenAuthor=西 炯子; isbn=9784091322692.
mapping-a6c3e153cc1b931d38a3,mangataisho-2013-088,candidate-1ec3d48e64b228bb8a92,work-1ec3d48e64b228bb8a92,duplicate,娚の一生,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5979544/; normalizedTitle=娚の一生; matchedRakutenAuthor=西 炯子; isbn=9784091322692.
mapping-43b7edba422e99799ab6,mangataisho-2011-046,candidate-238c04ae3a3a61451078,work-238c04ae3a3a61451078,included,リューシカ・リューシカ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6483933/; normalizedTitle=りゅーしか りゅーしか; matchedRakutenAuthor=安倍吉俊; isbn=9784757529083.
mapping-206b53d30e0d6fd4eeef,mangataisho-2012-021,candidate-238c04ae3a3a61451078,work-238c04ae3a3a61451078,duplicate,リューシカ・リューシカ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6483933/; normalizedTitle=りゅーしか りゅーしか; matchedRakutenAuthor=安倍吉俊; isbn=9784757529083.
mapping-6934340ecba311706d41,mangataisho-2013-053,candidate-43ebf010a490cfd4bb50,work-43ebf010a490cfd4bb50,included,千年万年りんごの子,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11734344/; normalizedTitle=千年万年りんごの子; matchedRakutenAuthor=田中 相; isbn=9784063805789.
mapping-d3635cdf7ba6ea126467,mangataisho-2014-160,candidate-43ebf010a490cfd4bb50,work-43ebf010a490cfd4bb50,duplicate,千年万年りんごの子,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11734344/; normalizedTitle=千年万年りんごの子; matchedRakutenAuthor=田中 相; isbn=9784063805789.
mapping-41789e40fe9083d74e70,mangataisho-2015-144,candidate-43ebf010a490cfd4bb50,work-43ebf010a490cfd4bb50,duplicate,千年万年りんごの子,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11734344/; normalizedTitle=千年万年りんごの子; matchedRakutenAuthor=田中 相; isbn=9784063805789.
mapping-61a34d6ce1f7aaf9a079,mangataisho-2009-051,candidate-4b4bbe8c10859c46e726,work-4b4bbe8c10859c46e726,included,百舌谷さん逆上する,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5719580/; normalizedTitle=百舌谷さん逆上する; matchedRakutenAuthor=篠房六郎; isbn=9784063145120.
mapping-19919df2ca2354bf5f96,mangataisho-2010-018,candidate-4b4bbe8c10859c46e726,work-4b4bbe8c10859c46e726,duplicate,百舌谷さん逆上する,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5719580/; normalizedTitle=百舌谷さん逆上する; matchedRakutenAuthor=篠房六郎; isbn=9784063145120.
mapping-86a0eea2bc57e700f17f,mangataisho-2013-123,candidate-4b4bbe8c10859c46e726,work-4b4bbe8c10859c46e726,duplicate,百舌谷さん逆上する,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5719580/; normalizedTitle=百舌谷さん逆上する; matchedRakutenAuthor=篠房六郎; isbn=9784063145120.
mapping-290c55ed07b62332f061,mangataisho-2011-083,candidate-5ad62e6413f67d351f1d,work-5ad62e6413f67d351f1d,included,天にひびき,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6243302/; normalizedTitle=天にひびき; matchedRakutenAuthor=やまむらはじめ; isbn=9784785932909.
mapping-ceeee161c510628fbba2,mangataisho-2013-191,candidate-5ad62e6413f67d351f1d,work-5ad62e6413f67d351f1d,duplicate,天にひびき,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6243302/; normalizedTitle=天にひびき; matchedRakutenAuthor=やまむらはじめ; isbn=9784785932909.
mapping-aa043b34f36c6e4c1110,mangataisho-2014-145,candidate-5ad62e6413f67d351f1d,work-5ad62e6413f67d351f1d,duplicate,天にひびき,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6243302/; normalizedTitle=天にひびき; matchedRakutenAuthor=やまむらはじめ; isbn=9784785932909.
mapping-8eeaf32216e285fff514,mangataisho-2014-184,candidate-5b7cf2105a4bc6f6b46c,work-5b7cf2105a4bc6f6b46c,duplicate,クジラの子らは砂上に歌う,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12550138/; normalizedTitle=くじらの子らは砂上に歌う; matchedRakutenAuthor=梅田阿比; isbn=9784253261012.
mapping-ec775900b4d9093b852b,mangataisho-2015-226,candidate-5b7cf2105a4bc6f6b46c,work-5b7cf2105a4bc6f6b46c,duplicate,クジラの子らは砂上に歌う,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12550138/; normalizedTitle=くじらの子らは砂上に歌う; matchedRakutenAuthor=梅田阿比; isbn=9784253261012.
